config,seed,layer,head,head_dim,role,attention_role_score,ablation_accuracy_delta,role_score,specialization
uniform4,5,1,2,32,single_head_ablation_loss_delta,0.967505156993866,-0.01171875,0.08519116701791063,0.29655946535812056
uniform4,5,1,3,32,single_head_ablation_loss_delta,0.9568530321121216,-0.005859375,0.08605896407971159,0.299580358740564
hetero4,1,0,0,16,single_head_ablation_loss_delta,0.0813254565000534,-0.001953125,0.0031241552205756307,0.015943878560601442
hetero4,1,0,1,16,single_head_ablation_loss_delta,0.08859007060527802,0.0,0.00012588303070515394,0.0006424340702359956
hetero4,1,0,2,32,single_head_ablation_loss_delta,0.08745516836643219,-0.0078125,0.019642238912638277,0.10024260952812777
hetero4,1,0,3,64,single_head_ablation_loss_delta,0.07773526012897491,-0.0390625,0.1730547258630395,0.8831710778410348
hetero4,1,1,0,16,single_head_ablation_loss_delta,0.6470871567726135,0.0,0.00165083771571517,0.0014601818165061516
hetero4,1,1,1,16,single_head_ablation_loss_delta,0.7102373838424683,-0.001953125,0.00671668688300997,0.005940974064484427
hetero4,1,1,2,32,single_head_ablation_loss_delta,0.9143102169036865,-0.00390625,0.04218469746410847,0.03731277010788391
hetero4,1,1,3,64,single_head_ablation_loss_delta,0.9853326678276062,-0.25,1.0800177501514554,0.9552860740111255
hetero4,2,0,0,16,single_head_ablation_loss_delta,0.09000769257545471,0.0,0.0,0.0
hetero4,2,0,1,16,single_head_ablation_loss_delta,0.0929754227399826,0.0,0.0,0.0
hetero4,2,0,2,32,single_head_ablation_loss_delta,0.09457948803901672,-0.001953125,0.0038586677401326597,0.008852211137895147
hetero4,2,0,3,64,single_head_ablation_loss_delta,0.08683057874441147,-0.091796875,0.4320400789147243,0.9911477888621049
hetero4,2,1,0,16,single_head_ablation_loss_delta,0.504878580570221,0.0,0.0009268296998925507,0.0008713235993712614
hetero4,2,1,1,16,single_head_ablation_loss_delta,0.6028680205345154,0.0,0.0019210422178730369,0.001805994585645387
hetero4,2,1,2,32,single_head_ablation_loss_delta,0.9524210095405579,-0.005859375,0.04018664301838726,0.037779939988423536
hetero4,2,1,3,64,single_head_ablation_loss_delta,0.9888718128204346,-0.23828125,1.0206686839228496,0.9595427418265599
hetero4,3,0,0,16,single_head_ablation_loss_delta,0.08199905604124069,0.0,0.0,0.0
hetero4,3,0,1,16,single_head_ablation_loss_delta,0.08520832657814026,0.001953125,0.0005270619876682758,0.00016104450349786704
hetero4,3,0,2,32,single_head_ablation_loss_delta,0.08740314841270447,0.001953125,0.0,0.0
hetero4,3,0,3,64,single_head_ablation_loss_delta,0.0814884752035141,-0.587890625,3.2722452228190377,0.9998389554965021
hetero4,3,1,0,16,single_head_ablation_loss_delta,0.7782800197601318,0.0,0.011989945429377258,0.011514389747867016
hetero4,3,1,1,16,single_head_ablation_loss_delta,0.737357497215271,0.0,0.007655530120246112,0.007351889802189643
hetero4,3,1,2,32,single_head_ablation_loss_delta,0.9270543456077576,-0.005859375,0.10603607085067779,0.10183037565088893
hetero4,3,1,3,64,single_head_ablation_loss_delta,0.9810426235198975,-0.205078125,0.915619442355819,0.8793033447990544
hetero4,4,0,0,16,single_head_ablation_loss_delta,0.07807481288909912,0.0,0.0,0.0
hetero4,4,0,1,16,single_head_ablation_loss_delta,0.08767550438642502,-0.001953125,0.01598948729224503,0.016016958946609827
hetero4,4,0,2,32,single_head_ablation_loss_delta,0.07784387469291687,-0.001953125,0.00741916784318164,0.00743191476939241
hetero4,4,0,3,64,single_head_ablation_loss_delta,0.08877955377101898,-0.19140625,0.9748761844239198,0.9765511262839978
hetero4,4,1,0,16,single_head_ablation_loss_delta,0.5204029083251953,0.0,0.0004292299272492528,0.00032951590570232494
hetero4,4,1,1,16,single_head_ablation_loss_delta,0.7084228992462158,0.0,0.006300613225903362,0.004836923387236176
hetero4,4,1,2,32,single_head_ablation_loss_delta,0.917007565498352,0.0,0.050783540529664606,0.03898606152568149
hetero4,4,1,3,64,single_head_ablation_loss_delta,0.9864109754562378,-0.279296875,1.2450942289433442,0.95584749918138
hetero4,5,0,0,16,single_head_ablation_loss_delta,0.08143104612827301,0.0,0.0,0.0
hetero4,5,0,1,16,single_head_ablation_loss_delta,0.08239061385393143,0.0,0.0,0.0
hetero4,5,0,2,32,single_head_ablation_loss_delta,0.08385397493839264,0.0,7.672066567465663e-05,5.3881542161121615e-05
hetero4,5,0,3,64,single_head_ablation_loss_delta,0.08842281252145767,-0.271484375,1.4237998537137173,0.9999461184578389
hetero4,5,1,0,16,single_head_ablation_loss_delta,0.6604934930801392,0.0,0.00231933465693146,0.0021035580908404486
hetero4,5,1,1,16,single_head_ablation_loss_delta,0.6744192838668823,0.0,0.0023651763913221657,0.002145134993504124
hetero4,5,1,2,32,single_head_ablation_loss_delta,0.9201841354370117,-0.00390625,0.01971345249330625,0.017879434676131185
hetero4,5,1,3,64,single_head_ablation_loss_delta,0.9891411662101746,-0.224609375,1.0781789831235074,0.9778718722395242
uniform2,1,0,0,64,single_head_ablation_loss_delta,0.07899987697601318,-0.201171875,1.042173621186521,1.0
uniform2,1,0,1,64,single_head_ablation_loss_delta,0.08276985585689545,0.0,0.0,0.0
uniform2,1,1,0,64,single_head_ablation_loss_delta,0.9698602557182312,-0.078125,0.3472723559825681,0.38120152702917026
uniform2,1,1,1,64,single_head_ablation_loss_delta,0.9816356301307678,-0.115234375,0.5637217806070112,0.6187984729708298
uniform2,2,0,0,64,single_head_ablation_loss_delta,0.08354746550321579,-0.015625,0.032084063917864114,0.2224140374196545
uniform2,2,0,1,64,single_head_ablation_loss_delta,0.08211477100849152,-0.029296875,0.11216970841633156,0.7775859625803455
uniform2,2,1,0,64,single_head_ablation_loss_delta,0.9776355028152466,-0.091796875,0.448680120811332,0.5231114766874017
uniform2,2,1,1,64,single_head_ablation_loss_delta,0.9677252769470215,-0.083984375,0.40903403918491676,0.4768885233125983
uniform2,3,0,0,64,single_head_ablation_loss_delta,0.08063685894012451,-0.00390625,0.026043389865662903,0.1554594842325112
uniform2,3,0,1,64,single_head_ablation_loss_delta,0.07859070599079132,-0.044921875,0.1414818659541197,0.8445405157674888
uniform2,3,1,0,64,single_head_ablation_loss_delta,0.9806935787200928,-0.140625,0.649396538559813,0.6503002204176508
uniform2,3,1,1,64,single_head_ablation_loss_delta,0.9749681353569031,-0.060546875,0.34921382350148633,0.3496997795823492
uniform2,4,0,0,64,single_head_ablation_loss_delta,0.07676396518945694,-0.357421875,1.93924257036997,1.0
uniform2,4,0,1,64,single_head_ablation_loss_delta,0.08188927173614502,0.0,0.0,0.0
uniform2,4,1,0,64,single_head_ablation_loss_delta,0.9746016263961792,-0.111328125,0.44443806138588116,0.43210873742600425
uniform2,4,1,1,64,single_head_ablation_loss_delta,0.9767983555793762,-0.126953125,0.5840948584373109,0.5678912625739958
uniform2,5,0,0,64,single_head_ablation_loss_delta,0.07152743637561798,-0.02734375,0.13091969984816387,0.7642712769445018
uniform2,5,0,1,64,single_head_ablation_loss_delta,0.0846528559923172,-0.009765625,0.040380339545663446,0.23572872305549816
uniform2,5,1,0,64,single_head_ablation_loss_delta,0.9648883938789368,-0.0546875,0.28031954664038494,0.3213630472543155
uniform2,5,1,1,64,single_head_ablation_loss_delta,0.9775742292404175,-0.107421875,0.5919635270838626,0.6786369527456845
