config,seed,layer,head,head_dim,role,local_prev_attention_score,induction_match_attention_score,induction_source_next_attention_score,ablation_accuracy_delta,role_score,specialization
uniform4,2,0,0,32,induction,0.596564769744873,0.051023274660110474,0.038787804543972015,-0.04589839279651642,0.2021290731645422,0.4843452381449895
uniform4,2,0,1,32,local,0.5781559348106384,0.04801459610462189,0.03974522650241852,-0.0003662109375,0.0011082967475886107,0.9574256179169642
uniform4,2,0,1,32,induction,0.5781559348106384,0.04801459610462189,0.03974522650241852,-0.0230468288064003,0.09878866812505294,0.23671914307005607
uniform4,2,0,2,32,local,0.570443868637085,0.04591037333011627,0.042154889553785324,0.0,7.3830651672324166e-06,0.006378017209956262
uniform4,2,0,2,32,induction,0.570443868637085,0.04591037333011627,0.042154889553785324,-0.002213515341281891,0.006771310334443115,0.01622553284959504
uniform4,2,0,3,32,local,0.6214861869812012,0.05762872472405434,0.043433405458927155,0.0,3.6887389796902426e-05,0.03186595291061211
uniform4,2,0,3,32,induction,0.6214861869812012,0.05762872472405434,0.043433405458927155,-0.023567676544189453,0.10963532207824755,0.26271008593535944
uniform4,2,1,0,32,local,0.9987860918045044,0.17879362404346466,0.7509059309959412,0.0,0.005231595248915255,0.19608345954160872
uniform4,2,1,0,32,induction,0.9987860918045044,0.17879362404346466,0.7509059309959412,-0.03255204111337662,0.18869119296141434,0.2540327781162573
uniform4,2,1,1,32,local,0.9969531297683716,0.20856937766075134,0.7254685163497925,0.0,0.004582294379360974,0.17174725715439676
uniform4,2,1,1,32,induction,0.9969531297683716,0.20856937766075134,0.7254685163497925,-0.02610672265291214,0.16192284943826962,0.2179948657790062
uniform4,2,1,2,32,local,0.9983945488929749,0.16674374043941498,0.7556403875350952,-0.0009765625,0.008585815958213061,0.3218017480276293
uniform4,2,1,2,32,induction,0.9983945488929749,0.16674374043941498,0.7556403875350952,-0.032161422073841095,0.18399518141814042,0.24771059190458902
uniform4,2,1,3,32,local,0.9970336556434631,0.18012940883636475,0.7446702122688293,-0.0003662109375,0.008280745998490602,0.31036753527636524
uniform4,2,1,3,32,induction,0.9970336556434631,0.18012940883636475,0.7446702122688293,-0.03808589279651642,0.2081736342079239,0.2802617642001475
uniform4,3,0,0,32,local,0.548098087310791,0.05440080910921097,0.03230590373277664,-0.0018310546875,0.009885381117783254,0.48804001654425655
uniform4,3,0,0,32,induction,0.548098087310791,0.05440080910921097,0.03230590373277664,-0.06907553970813751,0.33571542357094586,0.7084258024847635
uniform4,3,0,1,32,local,0.6152940988540649,0.04189220070838928,0.039558812975883484,-0.001220703125,0.0061966138673597015,0.30592604354972597
uniform4,3,0,1,32,induction,0.6152940988540649,0.04189220070838928,0.039558812975883484,-0.013216160237789154,0.0566645918879658,0.11957347253728588
uniform4,3,0,2,32,local,0.5598885416984558,0.04802405461668968,0.04010946303606033,-0.00048828125,0.0032088540283439215,0.15842071786831122
uniform4,3,0,2,32,induction,0.5598885416984558,0.04802405461668968,0.04010946303606033,-0.010351583361625671,0.04056395799852908,0.08559795731575431
uniform4,3,0,3,32,local,0.6059447526931763,0.050137318670749664,0.03985341265797615,-0.0003662109375,0.0009644185520301107,0.047613222037706286
uniform4,3,0,3,32,induction,0.6059447526931763,0.050137318670749664,0.03985341265797615,-0.010742202401161194,0.04094534902833402,0.08640276766219632
uniform4,3,1,0,32,local,0.9971373081207275,0.19914963841438293,0.7182639837265015,-0.000244140625,0.008655484474729747,0.18712791314094887
uniform4,3,1,0,32,induction,0.9971373081207275,0.19914963841438293,0.7182639837265015,-0.047851577401161194,0.26461365376599133,0.22411578077146732
uniform4,3,1,1,32,local,0.9974991083145142,0.17373904585838318,0.7285088300704956,-0.000244140625,0.010991027869749814,0.2376213734245661
uniform4,3,1,1,32,induction,0.9974991083145142,0.17373904585838318,0.7285088300704956,-0.06471356004476547,0.35397920315153897,0.29980435386499676
uniform4,3,1,2,32,local,0.9952824115753174,0.17736203968524933,0.7139297723770142,-0.0023193359375,0.018473132280632854,0.39938130591580284
uniform4,3,1,2,32,induction,0.9952824115753174,0.17736203968524933,0.7139297723770142,-0.05371096730232239,0.27109446679241955,0.2296047358982361
uniform4,3,1,3,32,local,0.994750440120697,0.1690271943807602,0.7290037274360657,-0.0003662109375,0.008134729345329106,0.17586940751868219
uniform4,3,1,3,32,induction,0.994750440120697,0.1690271943807602,0.7290037274360657,-0.05247397720813751,0.291013351874426,0.2464751294652998
uniform4,4,0,0,32,local,0.6074379682540894,0.05672936886548996,0.04536493122577667,-0.0001220703125,0.000972860945694265,0.08959694394128902
uniform4,4,0,0,32,induction,0.6074379682540894,0.05672936886548996,0.04536493122577667,-0.07161452621221542,0.4039757726677635,0.1374838935472945
uniform4,4,0,1,32,local,0.5268764495849609,0.056678544729948044,0.0333583690226078,-0.0003662109375,0.0020516526983556105,0.18894972875119456
uniform4,4,0,1,32,induction,0.5268764495849609,0.056678544729948044,0.0333583690226078,-0.24231766909360886,1.7035083016344288,0.579749999491812
uniform4,4,0,2,32,local,0.5572465062141418,0.04713907092809677,0.04249388724565506,-0.0006103515625,0.004321625723605393,0.3980059631407893
uniform4,4,0,2,32,induction,0.5572465062141418,0.04713907092809677,0.04249388724565506,-0.03359369933605194,0.18376504350089817,0.0625402199531643
uniform4,4,0,3,32,local,0.5037979483604431,0.050927046686410904,0.032884228974580765,-0.0003662109375,0.003512054036036716,0.32344736416672715
uniform4,4,0,3,32,induction,0.5037979483604431,0.050927046686410904,0.032884228974580765,-0.10292963683605194,0.6471006935425976,0.22022588700772908
uniform4,4,1,0,32,local,0.9999921917915344,0.18113075196743011,0.7189686894416809,0.0,0.0040760172669251915,0.12414420481163306
uniform4,4,1,0,32,induction,0.9999921917915344,0.18113075196743011,0.7189686894416809,-0.010546833276748657,0.0736823817678669,0.18229402804799105
uniform4,4,1,1,32,local,0.9999963641166687,0.1683228313922882,0.7498207092285156,0.0,0.010579893798421836,0.32223428326823933
uniform4,4,1,1,32,induction,0.9999963641166687,0.1683228313922882,0.7498207092285156,-0.019010379910469055,0.10369292646282702,0.2565416696835978
uniform4,4,1,2,32,local,0.9999962449073792,0.17573992908000946,0.7348245978355408,-0.0013427734375,0.01512296238433919,0.46060357860463497
uniform4,4,1,2,32,induction,0.9999962449073792,0.17573992908000946,0.7348245978355408,-0.0236978679895401,0.13467425573253422,0.33319108262805064
uniform4,4,1,3,32,local,0.9999961853027344,0.1719421148300171,0.7436909675598145,0.0,0.003054050754144555,0.09301793331549264
uniform4,4,1,3,32,induction,0.9999961853027344,0.1719421148300171,0.7436909675598145,-0.014973901212215424,0.09214569441610365,0.22797321964036046
uniform4,5,0,0,32,local,0.5544164776802063,0.06388729065656662,0.042422570288181305,0.0,1.7429817489755806e-05,0.03235071341674259
uniform4,5,0,0,32,induction,0.5544164776802063,0.06388729065656662,0.042422570288181305,-0.12115880846977234,0.6135490019369172,0.8899253899603886
uniform4,5,0,1,32,local,0.6016703844070435,0.05898009240627289,0.04934203624725342,0.0,3.816406206169631e-06,0.0070834627803897515
uniform4,5,0,1,32,induction,0.6016703844070435,0.05898009240627289,0.04934203624725342,-0.0003906041383743286,0.0014034043852007017,0.0020355753017755923
uniform4,5,0,2,32,local,0.5643258094787598,0.06118091568350792,0.0418083593249321,-0.0001220703125,0.0005120513696965645,0.9503959020477472
uniform4,5,0,2,32,induction,0.5643258094787598,0.06118091568350792,0.0418083593249321,-0.008203066885471344,0.031012061939691193,0.04498160901253161
uniform4,5,0,3,32,local,0.6434036493301392,0.04916047304868698,0.04721971973776817,0.0,5.479319042933639e-06,0.010169921755120449
uniform4,5,0,3,32,induction,0.6434036493301392,0.04916047304868698,0.04721971973776817,-0.0100259929895401,0.04347422947466839,0.06305742572530422
uniform4,5,1,0,32,local,0.9999675154685974,0.15299063920974731,0.79166179895401,0.0,0.007695161906667636,0.3434324170426724
uniform4,5,1,0,32,induction,0.9999675154685974,0.15299063920974731,0.79166179895401,-0.03652339428663254,0.1825371426093625,0.3274138175186904
uniform4,5,1,1,32,local,0.999981164932251,0.14804679155349731,0.8002369403839111,0.0,0.00799543462380825,0.35683348465766546
uniform4,5,1,1,32,induction,0.999981164932251,0.14804679155349731,0.8002369403839111,-0.04505202919244766,0.20486787748814095,0.3674680829144478
uniform4,5,1,2,32,local,0.9999557733535767,0.14846381545066833,0.7888661026954651,0.0,0.0032005640623538056,0.14284006823581924
uniform4,5,1,2,32,induction,0.9999557733535767,0.14846381545066833,0.7888661026954651,-0.014322862029075623,0.08297796030819882,0.14883617857743472
uniform4,5,1,3,32,local,0.9999445676803589,0.1681486964225769,0.7659560441970825,0.0,0.0035154659362888196,0.1568940300638429
uniform4,5,1,3,32,induction,0.9999445676803589,0.1681486964225769,0.7659560441970825,-0.013671815395355225,0.08712905128777493,0.156281920989427
uniform4,6,0,0,32,local,0.6342370510101318,0.05656056106090546,0.05239610746502876,-0.0001220703125,0.00034694624173425836,0.03516700833073903
uniform4,6,0,0,32,induction,0.6342370510101318,0.05656056106090546,0.05239610746502876,-0.015039011836051941,0.052981010023358976,0.038371834587745464
uniform4,6,0,1,32,local,0.5994329452514648,0.06422026455402374,0.04388595372438431,-0.0001220703125,0.00032325219399353955,0.032765342959983956
uniform4,6,0,1,32,induction,0.5994329452514648,0.06422026455402374,0.04388595372438431,-0.04401036351919174,0.1709039610250329,0.12377828433153175
uniform4,6,0,2,32,local,0.6198020577430725,0.06528772413730621,0.0527208149433136,0.0,3.6458941394812427e-06,0.00036955347587922633
uniform4,6,0,2,32,induction,0.6198020577430725,0.06528772413730621,0.0527208149433136,-0.06542963534593582,0.31228960197404376,0.2261777369879811
uniform4,6,0,3,32,local,0.611138105392456,0.06825609505176544,0.04918285459280014,-0.0015869140625,0.009191829726660217,0.9316980952333977
uniform4,6,0,3,32,induction,0.611138105392456,0.06825609505176544,0.04918285459280014,-0.14225256443023682,0.8445519570632314,0.6116721440927417
uniform4,6,1,0,32,local,0.99995356798172,0.15916237235069275,0.7544885873794556,0.0,0.00409890095670562,0.19480994890634315
uniform4,6,1,0,32,induction,0.99995356798172,0.15916237235069275,0.7544885873794556,-0.0266275554895401,0.14166334722176543,0.2718055238401612
uniform4,6,1,1,32,local,0.9999555349349976,0.15784403681755066,0.7640114426612854,0.0,0.005334307424163853,0.2535255591018956
uniform4,6,1,1,32,induction,0.9999555349349976,0.15784403681755066,0.7640114426612854,-0.02493485063314438,0.13099056560531608,0.251327954624255
uniform4,6,1,2,32,local,0.9999396800994873,0.16177591681480408,0.7463613748550415,0.0,0.0035395829609115026,0.16822704013788525
uniform4,6,1,2,32,induction,0.9999396800994873,0.16177591681480408,0.7463613748550415,-0.01835932582616806,0.10458843301967136,0.20067091722766875
uniform4,6,1,3,32,local,0.9999657869338989,0.1549612581729889,0.7614098787307739,0.0,0.008067720088547503,0.38343745185387595
uniform4,6,1,3,32,induction,0.9999657869338989,0.1549612581729889,0.7614098787307739,-0.026302039623260498,0.1439514298363065,0.276195604307915
uniform4,7,0,0,32,local,0.5212166905403137,0.05697423592209816,0.03771870210766792,-0.0003662109375,0.003911666254680313,0.33443013786271386
uniform4,7,0,0,32,induction,0.5212166905403137,0.05697423592209816,0.03771870210766792,-0.32135413587093353,1.831163555925741,0.2862062372247469
uniform4,7,0,1,32,local,0.5569949746131897,0.0473046600818634,0.039641641080379486,-0.0003662109375,0.0006979836243772297,0.05967450813246101
uniform4,7,0,1,32,induction,0.5569949746131897,0.0473046600818634,0.039641641080379486,-0.45026038587093353,3.5239743297752284,0.5507882841692315
uniform4,7,0,2,32,local,0.5664230585098267,0.05588076263666153,0.04122394695878029,-0.0001220703125,0.002462695505528245,0.2105495570953322
uniform4,7,0,2,32,induction,0.5664230585098267,0.05588076263666153,0.04122394695878029,-0.14824213832616806,0.810920477455511,0.1267448217773776
uniform4,7,0,3,32,local,0.573016345500946,0.04414927586913109,0.0375559963285923,-0.0006103515625,0.004624167016118008,0.3953457969094929
uniform4,7,0,3,32,induction,0.573016345500946,0.04414927586913109,0.0375559963285923,-0.05019526183605194,0.23199771585132112,0.03626065682864394
uniform4,7,1,0,32,local,0.9999762773513794,0.1772269606590271,0.7445619702339172,-0.0025634765625,0.014081332403293345,0.2609306371691989
uniform4,7,1,0,32,induction,0.9999762773513794,0.1772269606590271,0.7445619702339172,-0.018749937415122986,0.12254552783633699,0.189729780174435
uniform4,7,1,1,32,local,0.9999786615371704,0.18058419227600098,0.7400423288345337,0.0,0.01372241092758486,0.2542797317954702
uniform4,7,1,1,32,induction,0.9999786615371704,0.18058419227600098,0.7400423288345337,-0.04016922414302826,0.20035650076533784,0.31019977242657765
uniform4,7,1,2,32,local,0.9999803304672241,0.17712576687335968,0.7434777617454529,-0.00146484375,0.019376831281988416,0.3590575655714798
uniform4,7,1,2,32,induction,0.9999803304672241,0.17712576687335968,0.7434777617454529,-0.03749994933605194,0.18300911279584398,0.28334186774279063
uniform4,7,1,3,32,local,0.9999875426292419,0.1771937608718872,0.7371661067008972,0.0,0.006785232377296779,0.12573206546385113
uniform4,7,1,3,32,induction,0.9999875426292419,0.1771937608718872,0.7371661067008972,-0.024934835731983185,0.13998391905988683,0.2167285796561967
uniform4,8,0,0,32,local,0.6174511909484863,0.07050181925296783,0.044741787016391754,-0.000244140625,0.0018925187532659038,0.026862253451673184
uniform4,8,0,0,32,induction,0.6174511909484863,0.07050181925296783,0.044741787016391754,-0.0569010004401207,0.2628283240374003,0.14098633759672094
uniform4,8,0,1,32,local,0.5986233949661255,0.060641173273324966,0.05012975260615349,-0.0045166015625,0.04698398102300416,0.6668867107554697
uniform4,8,0,1,32,induction,0.5986233949661255,0.060641173273324966,0.05012975260615349,-0.12141922861337662,0.6925230585511599,0.37148313479529704
uniform4,8,0,2,32,local,0.5739697813987732,0.06426042318344116,0.03934115171432495,-0.0001220703125,0.0003595217431211495,0.005103021657482484
uniform4,8,0,2,32,induction,0.5739697813987732,0.06426042318344116,0.03934115171432495,-0.025585874915122986,0.09875255827864748,0.05297283529469242
uniform4,8,0,3,32,local,0.5517963767051697,0.058148473501205444,0.036312852054834366,-0.0020751953125,0.021216695959083154,0.3011480141353746
uniform4,8,0,3,32,induction,0.5517963767051697,0.058148473501205444,0.036312852054834366,-0.15696610510349274,0.8101073615725909,0.4345576923132896
uniform4,8,1,0,32,local,0.9999599456787109,0.11409436911344528,0.7826147675514221,0.0,0.004570444338241941,0.1994280036180667
uniform4,8,1,0,32,induction,0.9999599456787109,0.11409436911344528,0.7826147675514221,-0.009374938905239105,0.06477475683277589,0.1993878926502632
uniform4,8,1,1,32,local,0.9999735951423645,0.10441248118877411,0.804334819316864,0.0,0.0030103938097454375,0.13135633718551112
uniform4,8,1,1,32,induction,0.9999735951423645,0.10441248118877411,0.804334819316864,-0.007356718182563782,0.06614494700988871,0.20360557474283997
uniform4,8,1,2,32,local,0.9999613165855408,0.10939924418926239,0.792615532875061,0.0,0.008897742916815332,0.3882465194379406
uniform4,8,1,2,32,induction,0.9999613165855408,0.10939924418926239,0.792615532875061,-0.014127559959888458,0.08220138405522448,0.2530300620351054
uniform4,8,1,3,32,local,0.999965250492096,0.11543229967355728,0.7762683033943176,0.0,0.006439185022827587,0.2809691397584816
uniform4,8,1,3,32,induction,0.999965250492096,0.11543229967355728,0.7762683033943176,-0.017512962222099304,0.1117469668861304,0.3439764705717914
uniform4,9,0,0,32,local,0.5227354168891907,0.045149918645620346,0.035757239907979965,-0.000244140625,0.0016572575659665745,0.015983684732910505
uniform4,9,0,0,32,induction,0.5227354168891907,0.045149918645620346,0.035757239907979965,-0.030663996934890747,0.12790420408782666,0.016784361897098393
uniform4,9,0,1,32,local,0.5171961188316345,0.04872582107782364,0.03729042038321495,-0.0032958984375,0.039865990684120334,0.38449390109646875
uniform4,9,0,1,32,induction,0.5171961188316345,0.04872582107782364,0.03729042038321495,-0.28391923755407333,1.7444993140125007,0.2289237326047555
uniform4,9,0,2,32,local,0.478762686252594,0.0564226433634758,0.03281612694263458,-0.0057373046875,0.0621180465004727,0.5991074000067989
uniform4,9,0,2,32,induction,0.478762686252594,0.0564226433634758,0.03281612694263458,-0.6617187298834324,5.746475491108868,0.7540872089657702
uniform4,9,0,3,32,local,0.580696702003479,0.04655840992927551,0.03867422416806221,0.0,4.303046353015816e-05,0.0004150141638218494
uniform4,9,0,3,32,induction,0.580696702003479,0.04655840992927551,0.03867422416806221,-0.0005207881331443787,0.0015598774152749684,0.00020469653237596236
uniform4,9,1,0,32,local,0.9999788403511047,0.1618458330631256,0.7538289427757263,0.0,0.005631615282254643,0.20310629580490042
uniform4,9,1,0,32,induction,0.9999788403511047,0.1618458330631256,0.7538289427757263,-0.017512962222099304,0.11395308412102167,0.22705613482999584
uniform4,9,1,1,32,local,0.9999727606773376,0.15808698534965515,0.7674376368522644,0.0,0.00687423335875792,0.24792177803680246
uniform4,9,1,1,32,induction,0.9999727606773376,0.15808698534965515,0.7674376368522644,-0.02591141313314438,0.14214846062895958,0.2832365643405284
uniform4,9,1,2,32,local,0.9999643564224243,0.16294386982917786,0.7526935338973999,-0.0008544921875,0.00873823218535108,0.31514758769872375
uniform4,9,1,2,32,induction,0.9999643564224243,0.16294386982917786,0.7526935338973999,-0.024218708276748657,0.12525595109400456,0.24957755500198106
uniform4,9,1,3,32,local,0.9999648332595825,0.16136471927165985,0.7570325136184692,0.0,0.006483347611720092,0.2338243384595734
uniform4,9,1,3,32,induction,0.9999648332595825,0.16136471927165985,0.7570325136184692,-0.0220702663064003,0.12051436155525153,0.2401297458274947
uniform4,10,0,0,32,local,0.5135902762413025,0.0611644946038723,0.03450971469283104,-0.01611328125,0.18701849087483424,0.9615396978922928
uniform4,10,0,0,32,induction,0.5135902762413025,0.0611644946038723,0.03450971469283104,-0.7825520727783442,7.9679041858362325,0.8998522816999499
uniform4,10,0,1,32,local,0.5868352055549622,0.05978509038686752,0.0444929301738739,-0.000732421875,0.004510620688961353,0.023190973439483804
uniform4,10,0,1,32,induction,0.5868352055549622,0.05978509038686752,0.0444929301738739,-0.03580723702907562,0.1418444197224744,0.016019146535492412
uniform4,10,0,2,32,local,0.6330458521842957,0.05434226989746094,0.03853699937462807,-0.0001220703125,0.00011450840065663215,0.0005887352232309327
uniform4,10,0,2,32,induction,0.6330458521842957,0.05434226989746094,0.03853699937462807,-0.03977859020233154,0.17525544758609612,0.01979240848189787
uniform4,10,0,3,32,local,0.5698898434638977,0.05635206773877144,0.03666282817721367,-0.00048828125,0.0028553604570333846,0.014680593444992491
uniform4,10,0,3,32,induction,0.5698898434638977,0.05635206773877144,0.03666282817721367,-0.1076822355389595,0.5696761514591344,0.0643361632826598
uniform4,10,1,0,32,local,0.9999793171882629,0.14144779741764069,0.7615066766738892,0.0,0.004998202855858835,0.2289652374808572
uniform4,10,1,0,32,induction,0.9999793171882629,0.14144779741764069,0.7615066766738892,-0.022330671548843384,0.1334713734286197,0.31655227439488065
uniform4,10,1,1,32,local,0.9999620914459229,0.15323881804943085,0.7455668449401855,0.0,0.002922631114415708,0.13388430731592432
uniform4,10,1,1,32,induction,0.9999620914459229,0.15323881804943085,0.7455668449401855,-0.01582026481628418,0.09143023095748504,0.21684385808406695
uniform4,10,1,2,32,local,0.9999821782112122,0.14566780626773834,0.7582899332046509,-0.0008544921875,0.00998197054832417,0.45726920716010977
uniform4,10,1,2,32,induction,0.9999821782112122,0.14566780626773834,0.7582899332046509,-0.021158799529075623,0.12021627552530845,0.28511533566536373
uniform4,10,1,3,32,local,0.9999761581420898,0.15405552089214325,0.7482637763023376,0.0,0.003926722578398767,0.17988124804310873
uniform4,10,1,3,32,induction,0.9999761581420898,0.15405552089214325,0.7482637763023376,-0.009374946355819702,0.07652298077664454,0.18148853185568864
hetero4,1,0,0,16,local,0.5443222522735596,0.04700244218111038,0.036390163004398346,-0.000244140625,0.001073969625394966,0.04011049174020246
hetero4,1,0,0,16,induction,0.5443222522735596,0.04700244218111038,0.036390163004398346,-0.006445258855819702,0.02187506290647434,0.005213715648077317
hetero4,1,0,1,16,local,0.5747392773628235,0.04013020172715187,0.040397241711616516,-0.000244140625,0.003238366278310423,0.12094612434699983
hetero4,1,0,1,16,induction,0.5747392773628235,0.04013020172715187,0.040397241711616516,-0.027539007365703583,0.12412258022959577,0.0295834504151868
hetero4,1,0,2,32,local,0.6353476047515869,0.04608986899256706,0.04207542538642883,-0.0006103515625,0.003514464139698248,0.13125779492577544
hetero4,1,0,2,32,induction,0.6353476047515869,0.04608986899256706,0.04207542538642883,-0.05826818197965622,0.32047203713591443,0.07638149805238788
hetero4,1,0,3,64,local,0.6516839265823364,0.07074529677629471,0.046446651220321655,-0.0018310546875,0.01894847941093758,0.7076855889870223
hetero4,1,0,3,64,induction,0.6516839265823364,0.07074529677629471,0.046446651220321655,-0.3729166239500046,3.7292065673464094,0.888821335884348
hetero4,1,1,0,16,local,0.9998985528945923,0.20315177738666534,0.7025677561759949,0.0,0.00029967018690513214,0.0026372385931087406
hetero4,1,1,0,16,induction,0.9998985528945923,0.20315177738666534,0.7025677561759949,-0.00019529461860656738,0.006775650203053374,0.006607091802656532
hetero4,1,1,1,16,local,0.9999461770057678,0.1912316381931305,0.7253845930099487,0.0,0.0005655795384882367,0.004977365956146984
hetero4,1,1,1,16,induction,0.9999461770057678,0.1912316381931305,0.7253845930099487,-0.002408817410469055,0.01797795255697565,0.01753071357110703
hetero4,1,1,2,32,local,0.9999563097953796,0.15476542711257935,0.770755410194397,0.0,0.002654907176292909,0.02336443187342338
hetero4,1,1,2,32,induction,0.9999563097953796,0.15476542711257935,0.770755410194397,-0.013606719672679901,0.08471231599833118,0.08260492083319178
hetero4,1,1,3,64,local,0.999971866607666,0.09901994466781616,0.8374285101890564,-0.01171875,0.11011013339066267,0.9690209635773209
hetero4,1,1,3,64,induction,0.999971866607666,0.09901994466781616,0.8374285101890564,-0.19023433327674866,0.9160458200567518,0.8932572737930446
hetero4,2,0,0,16,local,0.4847947359085083,0.03752513974905014,0.033798374235630035,-0.000732421875,0.0035030444869335042,0.44863710239037186
hetero4,2,0,0,16,induction,0.4847947359085083,0.03752513974905014,0.033798374235630035,-0.1063801571726799,0.601488763870293,0.520689386321253
hetero4,2,0,1,16,local,0.52408367395401,0.0449499636888504,0.037931084632873535,0.0,0.0,0.0
hetero4,2,0,1,16,induction,0.52408367395401,0.0449499636888504,0.037931084632873535,-0.022135362029075623,0.09203931263982668,0.07967545878578665
hetero4,2,0,2,32,local,0.5359978675842285,0.05506368353962898,0.03843839839100838,-0.0003662109375,0.004243123752530664,0.543419517656629
hetero4,2,0,2,32,induction,0.5359978675842285,0.05506368353962898,0.03843839839100838,-0.06360673159360886,0.3057051658943237,0.26463908353087334
hetero4,2,0,3,64,local,0.5895102024078369,0.06841873377561569,0.04015815258026123,0.0,6.20234332018299e-05,0.007943379952999138
hetero4,2,0,3,64,induction,0.5895102024078369,0.06841873377561569,0.04015815258026123,-0.04166661202907562,0.15594445023089065,0.13499607136208708
hetero4,2,1,0,16,local,0.9999349117279053,0.17327731847763062,0.6970018744468689,0.0,0.00037290973068593303,0.00195721710679816
hetero4,2,1,0,16,induction,0.9999349117279053,0.17327731847763062,0.6970018744468689,-0.0005208030343055725,0.009241260235285154,0.008225565669512672
hetero4,2,1,1,16,local,0.9999492764472961,0.17608438432216644,0.6949918866157532,0.0,0.0006318183413895895,0.003316099217582557
hetero4,2,1,1,16,induction,0.9999492764472961,0.17608438432216644,0.6949918866157532,-0.0007160976529121399,0.01245284831020399,0.01108417238992536
hetero4,2,1,2,32,local,0.9999792575836182,0.14173614978790283,0.7476138472557068,-0.0015869140625,0.008017495213607617,0.04207983191235383
hetero4,2,1,2,32,induction,0.9999792575836182,0.14173614978790283,0.7476138472557068,-0.009700469672679901,0.07841202470808639,0.06979386383397447
hetero4,2,1,3,64,local,0.9999907612800598,0.10077325999736786,0.8170550465583801,-0.0330810546875,0.18150836700533546,0.9526468517632655
hetero4,2,1,3,64,induction,0.9999907612800598,0.10077325999736786,0.8170550465583801,-0.20546870678663254,1.0233740754738392,0.9108963981065875
hetero4,3,0,0,16,local,0.6045408248901367,0.04574285447597504,0.03570712357759476,0.0,2.0826282707275823e-06,0.00047987362771063696
hetero4,3,0,0,16,induction,0.6045408248901367,0.04574285447597504,0.03570712357759476,-0.005533792078495026,0.017715869485982694,0.017231197557919097
hetero4,3,0,1,16,local,0.46595653891563416,0.03322690725326538,0.027766631916165352,-0.000244140625,0.003332154265990539,0.7677860606173983
hetero4,3,0,1,16,induction,0.46595653891563416,0.03322690725326538,0.027766631916165352,-0.11562496423721313,0.6362093868810916,0.6188039284340312
hetero4,3,0,2,32,local,0.596804678440094,0.04301665723323822,0.03789534419775009,0.0,5.0427255700924434e-05,0.011619313186524882
hetero4,3,0,2,32,induction,0.596804678440094,0.04301665723323822,0.03789534419775009,-0.01249995082616806,0.043685421827831306,0.0424902731707293
hetero4,3,0,3,64,local,0.5981029868125916,0.0555725172162056,0.03865806758403778,-0.0001220703125,0.0009552873507345794,0.22011475256836624
hetero4,3,0,3,64,induction,0.5981029868125916,0.0555725172162056,0.03865806758403778,-0.07102859765291214,0.33051690414140467,0.32147460083732043
hetero4,3,1,0,16,local,0.9994862079620361,0.22003448009490967,0.7107868194580078,0.0,0.0005429904085758608,0.003608349571740024
