config,seed,layer,head,head_dim,role,match_attention_score,source_next_attention_score,ablation_accuracy_delta,role_score,specialization
uniform4,3,0,1,32,repeat_next_single_head_ablation_loss_delta,0.006749981082975864,0.06549623608589172,-0.004036456346511841,0.017660142271779478,0.23178314661752517
uniform4,3,0,2,32,repeat_next_single_head_ablation_loss_delta,0.007233921438455582,0.06716100871562958,-0.005859360098838806,0.021280194981954992,0.27929506329254494
uniform4,3,0,3,32,repeat_next_single_head_ablation_loss_delta,0.007692249026149511,0.06354634463787079,-0.003385409712791443,0.018886027741245925,0.2478724615920531
uniform4,3,1,0,32,repeat_next_single_head_ablation_loss_delta,0.009985072538256645,0.9604151248931885,-0.0014322996139526367,0.016707140835933387,0.24752559089537893
uniform4,3,1,1,32,repeat_next_single_head_ablation_loss_delta,0.009292792528867722,0.9675294160842896,-0.004557296633720398,0.041286473046056926,0.611682078763086
uniform4,3,1,2,32,repeat_next_single_head_ablation_loss_delta,0.015108415856957436,0.9173919558525085,-0.0002604275941848755,0.0028739465633407235,0.04257911801178118
uniform4,3,1,3,32,repeat_next_single_head_ablation_loss_delta,0.011425556614995003,0.9420741200447083,-0.00026041269302368164,0.006629059906117618,0.09821321232975394
uniform4,4,0,0,32,repeat_next_single_head_ablation_loss_delta,0.009288199245929718,0.08883070945739746,-0.004557296633720398,0.02229363564401865,0.1760744463863503
uniform4,4,0,1,32,repeat_next_single_head_ablation_loss_delta,0.00944431871175766,0.08867502212524414,-0.004557281732559204,0.020109429489821196,0.15882365358005632
uniform4,4,0,2,32,repeat_next_single_head_ablation_loss_delta,0.009502776898443699,0.09047731757164001,-0.011718764901161194,0.06348067987710238,0.5013684508021817
uniform4,4,0,3,32,repeat_next_single_head_ablation_loss_delta,0.007971113547682762,0.08893810212612152,-0.005859389901161194,0.02073108241893351,0.1637334492314117
uniform4,4,1,0,32,repeat_next_single_head_ablation_loss_delta,0.008484162390232086,0.9613189101219177,-0.001822933554649353,0.01945186173543334,0.3030036189290857
uniform4,4,1,1,32,repeat_next_single_head_ablation_loss_delta,0.009750797413289547,0.9509973526000977,-0.0014322996139526367,0.014459258876740932,0.22523333890988131
uniform4,4,1,2,32,repeat_next_single_head_ablation_loss_delta,0.009395284578204155,0.957827091217041,-0.002473980188369751,0.025611097924411297,0.3989466644063075
uniform4,4,1,3,32,repeat_next_single_head_ablation_loss_delta,0.009074805304408073,0.9342634677886963,-0.0003906339406967163,0.004674578201957047,0.07281637775472546
uniform4,5,0,0,32,repeat_next_single_head_ablation_loss_delta,0.006826886907219887,0.0649748295545578,-0.002604156732559204,0.009405665216036141,0.09000980234383449
uniform4,5,0,1,32,repeat_next_single_head_ablation_loss_delta,0.007518949918448925,0.06754647195339203,-0.011848941445350647,0.07157567085232586,0.6849608016093405
uniform4,5,0,2,32,repeat_next_single_head_ablation_loss_delta,0.00720593286678195,0.0679437518119812,-0.0026041418313980103,0.010299265733920038,0.09856132997549463
uniform4,5,0,3,32,repeat_next_single_head_ablation_loss_delta,0.006439663469791412,0.06561021506786346,-0.003255188465118408,0.013215408311225474,0.12646806607133038
uniform4,5,1,0,32,repeat_next_single_head_ablation_loss_delta,0.009754566475749016,0.9576125741004944,-0.0007812231779098511,0.007135524530895054,0.1890124390699766
uniform4,5,1,1,32,repeat_next_single_head_ablation_loss_delta,0.009460384026169777,0.9591915607452393,-0.00039058923721313477,0.008416873286478221,0.22295400181612476
uniform4,5,1,2,32,repeat_next_single_head_ablation_loss_delta,0.00845068134367466,0.967567503452301,-0.0015625059604644775,0.0190420652506873,0.5044040115591311
uniform4,5,1,3,32,repeat_next_single_head_ablation_loss_delta,0.012570157647132874,0.9334285259246826,-0.0006510168313980103,0.0031571503495797515,0.08362954755476752
hetero4,1,0,0,16,repeat_next_single_head_ablation_loss_delta,0.02713550254702568,0.058794282376766205,-0.0003906339406967163,0.0015595328877680004,0.001659866753457708
hetero4,1,0,1,16,repeat_next_single_head_ablation_loss_delta,0.023617509752511978,0.05259701609611511,-0.0003906339406967163,0.0018494899268262088,0.0019684784235537325
hetero4,1,0,2,32,repeat_next_single_head_ablation_loss_delta,0.012192552909255028,0.07384388148784637,-0.004557311534881592,0.027247811784036458,0.02900082277169871
hetero4,1,0,3,64,repeat_next_single_head_ablation_loss_delta,0.005629661027342081,0.08418218791484833,-0.14505212008953094,0.9088962256209925,0.9673708320512898
hetero4,1,1,0,16,repeat_next_single_head_ablation_loss_delta,0.03675296902656555,0.734872579574585,0.0,0.0005506507004611194,0.0004384988097944972
hetero4,1,1,1,16,repeat_next_single_head_ablation_loss_delta,0.04385855793952942,0.6420518159866333,-0.00026041269302368164,0.0003019450814463198,0.0002404474537608665
hetero4,1,1,2,32,repeat_next_single_head_ablation_loss_delta,0.011671636253595352,0.9186104536056519,-0.0002604573965072632,0.002713080553803593,0.0021605031878161977
hetero4,1,1,3,64,repeat_next_single_head_ablation_loss_delta,0.003917756490409374,0.9856013059616089,-0.2842448204755783,1.2521975963609293,0.9971605505486284
hetero4,2,0,0,16,repeat_next_single_head_ablation_loss_delta,0.026058316230773926,0.07583121955394745,-0.0006510168313980103,0.0017745127552188933,0.0023370671083771033
hetero4,2,0,1,16,repeat_next_single_head_ablation_loss_delta,0.029375609010457993,0.07427914440631866,0.00013023614883422852,0.0018519358127377927,0.0024390347502693636
hetero4,2,0,2,32,repeat_next_single_head_ablation_loss_delta,0.012131227180361748,0.08593668788671494,-0.004427045583724976,0.02581974695203826,0.03400509867892445
hetero4,2,0,3,64,repeat_next_single_head_ablation_loss_delta,0.00576946884393692,0.0925588309764862,-0.12682288885116577,0.7298442625324242,0.961218799462429
hetero4,2,1,0,16,repeat_next_single_head_ablation_loss_delta,0.03066866472363472,0.6870090961456299,2.9802322387695312e-08,0.0006885486072860658,0.001546290119270131
hetero4,2,1,1,16,repeat_next_single_head_ablation_loss_delta,0.028131667524576187,0.7984904050827026,0.0002604573965072632,0.0,0.0
hetero4,2,1,2,32,repeat_next_single_head_ablation_loss_delta,0.010667406022548676,0.9479585886001587,-0.002734348177909851,0.019766574434470385,0.044390270224075254
hetero4,2,1,3,64,repeat_next_single_head_ablation_loss_delta,0.004635936114937067,0.9782074093818665,-0.08046872913837433,0.4248355754534714,0.9540634396566546
hetero4,3,0,0,16,repeat_next_single_head_ablation_loss_delta,0.026371749117970467,0.048293597996234894,-0.0007812529802322388,0.0016113116580527276,0.002020631817452716
hetero4,3,0,1,16,repeat_next_single_head_ablation_loss_delta,0.019305672496557236,0.0547654815018177,0.00013022124767303467,0.0,0.0
hetero4,3,0,2,32,repeat_next_single_head_ablation_loss_delta,0.009294632822275162,0.06549492478370667,-0.004557296633720398,0.017915745469508693,0.022466867379847995
hetero4,3,0,3,64,repeat_next_single_head_ablation_loss_delta,0.004797223024070263,0.06990385800600052,-0.13463541865348816,0.7779025607451331,0.9755125008026992
hetero4,3,1,0,16,repeat_next_single_head_ablation_loss_delta,0.028015179559588432,0.7897989153862,-0.00013022124767303467,0.0009797854290809482,0.001972123569971438
hetero4,3,1,1,16,repeat_next_single_head_ablation_loss_delta,0.0359293669462204,0.7338274717330933,0.0,0.00047989870654419065,0.0009659457288136639
hetero4,3,1,2,32,repeat_next_single_head_ablation_loss_delta,0.011107629165053368,0.9496356248855591,-0.0009114742279052734,0.014098490326432511,0.028377606206955296
hetero4,3,1,3,64,repeat_next_single_head_ablation_loss_delta,0.005799868144094944,0.9794367551803589,-0.0944010317325592,0.4812592887028586,0.9686843244942596
hetero4,4,0,0,16,repeat_next_single_head_ablation_loss_delta,0.025369755923748016,0.07949396967887878,-0.00013022124767303467,0.0002198088332079351,0.00021840367241942381
hetero4,4,0,1,16,repeat_next_single_head_ablation_loss_delta,0.02658909372985363,0.08580904453992844,-0.0002604275941848755,0.0019723597797565162,0.0019597511753482993
hetero4,4,0,2,32,repeat_next_single_head_ablation_loss_delta,0.010471073910593987,0.09313483536243439,-0.01718752086162567,0.09942272008629516,0.09878714550217353
hetero4,4,0,3,64,repeat_next_single_head_ablation_loss_delta,0.004700407385826111,0.09455007314682007,-0.1345052272081375,0.9048188895103522,0.8990346996500588
hetero4,4,1,0,16,repeat_next_single_head_ablation_loss_delta,0.028334850445389748,0.3491388261318207,0.00013020634651184082,7.313734386116266e-06,7.573368699510346e-06
hetero4,4,1,1,16,repeat_next_single_head_ablation_loss_delta,0.01803235337138176,0.8102524876594543,0.0,0.000441666750703007,0.000457345723648135
hetero4,4,1,2,32,repeat_next_single_head_ablation_loss_delta,0.011458190158009529,0.913089394569397,-0.0005208402872085571,0.007920210540760309,0.008201374487538368
hetero4,4,1,3,64,repeat_next_single_head_ablation_loss_delta,0.004273054655641317,0.984982967376709,-0.21705733239650726,0.9573482692358084,0.991333706420114
hetero4,5,0,0,16,repeat_next_single_head_ablation_loss_delta,0.02066880837082863,0.06492836773395538,-0.0010416805744171143,0.004190440813545138,0.0030042395097792745
hetero4,5,0,1,16,repeat_next_single_head_ablation_loss_delta,0.02838941290974617,0.05911470949649811,-1.4901161193847656e-08,0.0,0.0
hetero4,5,0,2,32,repeat_next_single_head_ablation_loss_delta,0.010006694123148918,0.07246141880750656,-0.002604156732559204,0.010275120555888861,0.007366509757628865
hetero4,5,0,3,64,repeat_next_single_head_ablation_loss_delta,0.00384162412956357,0.07529935240745544,-0.21015624701976776,1.3803768937359564,0.9896292507325919
hetero4,5,1,0,16,repeat_next_single_head_ablation_loss_delta,0.01990768313407898,0.7905100584030151,0.0,0.0011321180209051818,0.0013290471227464702
hetero4,5,1,1,16,repeat_next_single_head_ablation_loss_delta,0.030560128390789032,0.607994794845581,0.0,0.0,0.0
hetero4,5,1,2,32,repeat_next_single_head_ablation_loss_delta,0.009193653240799904,0.9295462965965271,-0.0003906339406967163,0.003999183827545494,0.004694831864865006
hetero4,5,1,3,64,repeat_next_single_head_ablation_loss_delta,0.0037827419582754374,0.9858174324035645,-0.1894531100988388,0.8466955457697622,0.9939761210123885
uniform2,1,0,0,64,repeat_next_single_head_ablation_loss_delta,0.007680238224565983,0.07935718446969986,-0.03723958134651184,0.2151376425754279,0.5446315069867345
uniform2,1,0,1,64,repeat_next_single_head_ablation_loss_delta,0.0078837675973773,0.07932520657777786,-0.02903643250465393,0.17987740854732692,0.4553684930132656
uniform2,1,1,0,64,repeat_next_single_head_ablation_loss_delta,0.006816140376031399,0.978407084941864,-0.010937497019767761,0.09995110402815044,0.46612333622726737
uniform2,1,1,1,64,repeat_next_single_head_ablation_loss_delta,0.006119111552834511,0.9791792631149292,-0.010937482118606567,0.1144794903229922,0.5338766637727327
uniform2,2,0,0,64,repeat_next_single_head_ablation_loss_delta,0.009472019970417023,0.09507805109024048,-0.03294268250465393,0.17136449477402493,0.5880959276736446
uniform2,2,0,1,64,repeat_next_single_head_ablation_loss_delta,0.011069830507040024,0.09401223063468933,-0.023567691445350647,0.12002418300835416,0.41190407232635545
uniform2,2,1,0,64,repeat_next_single_head_ablation_loss_delta,0.007140391506254673,0.9775615334510803,-0.03229165077209473,0.2253177177044563,0.8007448275442755
uniform2,2,1,1,64,repeat_next_single_head_ablation_loss_delta,0.008004320785403252,0.9676613807678223,-0.007031247019767761,0.05606745014665648,0.19925517245572458
uniform2,3,0,0,64,repeat_next_single_head_ablation_loss_delta,0.005385690368711948,0.06448948383331299,-0.0657552182674408,0.3859146462054923,0.5949530812922591
uniform2,3,0,1,64,repeat_next_single_head_ablation_loss_delta,0.0067094978876411915,0.06483058631420135,-0.04322916269302368,0.26273254689294845,0.4050469187077409
uniform2,3,1,0,64,repeat_next_single_head_ablation_loss_delta,0.006007932126522064,0.975734531879425,-0.030208349227905273,0.21848856669384986,0.6940861863111784
uniform2,3,1,1,64,repeat_next_single_head_ablation_loss_delta,0.007593703456223011,0.9675225019454956,-0.010937511920928955,0.09629736479837447,0.3059138136888216
uniform2,4,0,0,64,repeat_next_single_head_ablation_loss_delta,0.007458483334630728,0.08621121197938919,-0.0553385466337204,0.35896599359693937,0.46886946580876565
uniform2,4,0,1,64,repeat_next_single_head_ablation_loss_delta,0.006887898780405521,0.0869174525141716,-0.06106768548488617,0.40663300521555357,0.5311305341912343
uniform2,4,1,0,64,repeat_next_single_head_ablation_loss_delta,0.004296157509088516,0.9807121753692627,-0.043359339237213135,0.272896595968632,0.8567379806448329
uniform2,4,1,1,64,repeat_next_single_head_ablation_loss_delta,0.005497314035892487,0.9708322286605835,-0.003906235098838806,0.04563322543981485,0.14326201935516714
uniform2,5,0,0,64,repeat_next_single_head_ablation_loss_delta,0.006369402166455984,0.07538645714521408,-0.03789059817790985,0.21171070644049905,0.4923610033540379
uniform2,5,0,1,64,repeat_next_single_head_ablation_loss_delta,0.006085270084440708,0.0741538405418396,-0.04127602279186249,0.2182801031449344,0.5076389966459621
uniform2,5,1,0,64,repeat_next_single_head_ablation_loss_delta,0.004781255032867193,0.9830372929573059,-0.04414060711860657,0.2614721656718757,0.8176494357005167
uniform2,5,1,1,64,repeat_next_single_head_ablation_loss_delta,0.005611714906990528,0.9725888967514038,-0.0031249821186065674,0.058313006622483954,0.18235056429948324
hetero4_64first,1,0,0,64,repeat_next_single_head_ablation_loss_delta,0.004515708424150944,0.07509969174861908,-0.15091146528720856,0.9406630714656785,0.9850460298448287
hetero4_64first,1,0,1,16,repeat_next_single_head_ablation_loss_delta,0.02377840131521225,0.04736774414777756,-0.0006510615348815918,0.0024553047260269523,0.0025711524623408585
hetero4_64first,1,0,2,16,repeat_next_single_head_ablation_loss_delta,0.023465771228075027,0.06675435602664948,0.00013019144535064697,0.0010365232010371983,0.0010854290925154054
hetero4_64first,1,0,3,32,repeat_next_single_head_ablation_loss_delta,0.010371210984885693,0.06902490556240082,-0.0022135376930236816,0.010788365150801837,0.011297388600315006
hetero4_64first,1,1,0,64,repeat_next_single_head_ablation_loss_delta,0.005327777937054634,0.9837358593940735,-0.3014323115348816,1.2784067710163072,0.9972155466332161
hetero4_64first,1,1,1,16,repeat_next_single_head_ablation_loss_delta,0.03485386073589325,0.7351390719413757,0.0,0.0,0.0
hetero4_64first,1,1,2,16,repeat_next_single_head_ablation_loss_delta,0.038839831948280334,0.6091321110725403,-0.00013022124767303467,0.0,0.0
hetero4_64first,1,1,3,32,repeat_next_single_head_ablation_loss_delta,0.01723492331802845,0.9162685871124268,0.00013020634651184082,0.003569603431969881,0.0027844533667838677
hetero4_64first,2,0,0,64,repeat_next_single_head_ablation_loss_delta,0.00671443622559309,0.09551706910133362,-0.13593751192092896,0.7886831215582788,0.9484347266225931
hetero4_64first,2,0,1,16,repeat_next_single_head_ablation_loss_delta,0.025773078203201294,0.08217398822307587,-0.0016927123069763184,0.006726627936586738,0.008089139165959842
hetero4_64first,2,0,2,16,repeat_next_single_head_ablation_loss_delta,0.0336550697684288,0.07155244052410126,-0.00013020634651184082,0.0007711106445640326,0.000927302858881858
hetero4_64first,2,0,3,32,repeat_next_single_head_ablation_loss_delta,0.014085983857512474,0.09323582053184509,-0.005989596247673035,0.03538202913478017,0.04254883135256516
hetero4_64first,2,1,0,64,repeat_next_single_head_ablation_loss_delta,0.005706844851374626,0.9804520606994629,-0.1412760615348816,0.7024209997616708,0.9931578657336847
hetero4_64first,2,1,1,16,repeat_next_single_head_ablation_loss_delta,0.03992746025323868,0.6769140958786011,1.4901161193847656e-08,5.226186476647854e-05,7.389340877956274e-05
hetero4_64first,2,1,2,16,repeat_next_single_head_ablation_loss_delta,0.03779592365026474,0.7037211656570435,-0.0003906339406967163,0.00013567128917202353,0.00019182656560829236
hetero4_64first,2,1,3,32,repeat_next_single_head_ablation_loss_delta,0.01366855762898922,0.9302271604537964,-0.0006510615348815918,0.00465123588219285,0.006576414291927398
hetero4_64first,3,0,0,64,repeat_next_single_head_ablation_loss_delta,0.003953023813664913,0.06987310945987701,-0.16419272124767303,1.0744475614628755,0.968034526520326
hetero4_64first,3,0,1,16,repeat_next_single_head_ablation_loss_delta,0.025704436004161835,0.05714888870716095,-0.0005208402872085571,0.0008012214675545692,0.0007218686809862588
hetero4_64first,3,0,2,16,repeat_next_single_head_ablation_loss_delta,0.025812115520238876,0.057810284197330475,-0.00013020634651184082,0.0006853245431557298,0.0006174501608466242
hetero4_64first,3,0,3,32,repeat_next_single_head_ablation_loss_delta,0.00953387375921011,0.06642968207597733,-0.005989596247673035,0.033992792887147516,0.030626154637841144
hetero4_64first,3,1,0,64,repeat_next_single_head_ablation_loss_delta,0.004805319011211395,0.9831260442733765,-0.4055989980697632,1.7484718155465089,0.9976386517129915
hetero4_64first,3,1,1,16,repeat_next_single_head_ablation_loss_delta,0.047740694135427475,0.5394448637962341,0.0,5.492678610607982e-05,3.1339987494548066e-05
hetero4_64first,3,1,2,16,repeat_next_single_head_ablation_loss_delta,0.034307047724723816,0.3693428039550781,0.0,0.00014490779722109437,8.268112654544917e-05
hetero4_64first,3,1,3,32,repeat_next_single_head_ablation_loss_delta,0.012592695653438568,0.916239857673645,-0.00013020634651184082,0.003938688838388771,0.002247327172968469
hetero4_64first,4,0,0,64,repeat_next_single_head_ablation_loss_delta,0.004588095471262932,0.08207438886165619,-0.14466145634651184,0.9885686831839848,0.9665286853776601
hetero4_64first,4,0,1,16,repeat_next_single_head_ablation_loss_delta,0.021560998633503914,0.07064312696456909,-0.0002603977918624878,0.0008225525671150535,0.0008042138749400066
hetero4_64first,4,0,2,16,repeat_next_single_head_ablation_loss_delta,0.0265804510563612,0.06985016167163849,-0.00039058923721313477,0.000871481082867831,0.0008520515364120429
hetero4_64first,4,0,3,32,repeat_next_single_head_ablation_loss_delta,0.009024654515087605,0.07935047894716263,-0.005989581346511841,0.03254053581622429,0.03181504921098784
hetero4_64first,4,1,0,64,repeat_next_single_head_ablation_loss_delta,0.0038472856394946575,0.9851938486099243,-0.43671874701976776,1.8493762063153554,0.9988599799698663
hetero4_64first,4,1,1,16,repeat_next_single_head_ablation_loss_delta,0.03436456620693207,0.5711127519607544,-0.00013019144535064697,0.0001269625499844551,6.857328957803787e-05
hetero4_64first,4,1,2,16,repeat_next_single_head_ablation_loss_delta,0.03056122548878193,0.7136989831924438,0.0,0.0010917146282736212,0.0005896420901309317
hetero4_64first,4,1,3,32,repeat_next_single_head_ablation_loss_delta,0.011153923347592354,0.8614197969436646,-0.0002604275941848755,0.0008920550171751529,0.00048180465042473475
hetero4_64first,5,0,0,64,repeat_next_single_head_ablation_loss_delta,0.004326586611568928,0.07936006039381027,-0.17669272422790527,1.1887673965247814,0.9890390325092989
hetero4_64first,5,0,1,16,repeat_next_single_head_ablation_loss_delta,0.027670249342918396,0.06048806756734848,-0.00013020634651184082,0.0006805946759413928,0.000566245929852958
hetero4_64first,5,0,2,16,repeat_next_single_head_ablation_loss_delta,0.020093046128749847,0.06528793275356293,-0.0005208253860473633,0.002465757745085284,0.0020514784151473165
hetero4_64first,5,0,3,32,repeat_next_single_head_ablation_loss_delta,0.00960380956530571,0.07327263057231903,-0.0023437589406967163,0.010028093034634367,0.008343243145700839
hetero4_64first,5,1,0,64,repeat_next_single_head_ablation_loss_delta,0.004001087974756956,0.9836238622665405,-0.4938802346587181,2.1533725491317455,0.9987655766687246
hetero4_64first,5,1,1,16,repeat_next_single_head_ablation_loss_delta,0.03372463583946228,0.4409843683242798,0.0,0.00010247514001093805,4.752946365388586e-05
hetero4_64first,5,1,2,16,repeat_next_single_head_ablation_loss_delta,0.03412439674139023,0.4978075921535492,0.0,0.0,0.0
hetero4_64first,5,1,3,32,repeat_next_single_head_ablation_loss_delta,0.015609227120876312,0.8660951852798462,-0.00013020634651184082,0.00255898354225792,0.0011868938676215283
